hadoop.common.configuration.version	809
hadoop.tmp.dir	61000
hadoop.http.filter.initializers	3050
hadoop.security.authorization	7340
hadoop.security.instrumentation.requires.admin	437
hadoop.security.authentication	15200
hadoop.security.group.mapping	2530
hadoop.security.dns.interface	289
hadoop.security.dns.nameserver	365
hadoop.security.dns.log-slow-lookups.enabled	203
hadoop.security.dns.log-slow-lookups.threshold.ms	97
hadoop.security.groups.cache.secs	898
hadoop.security.groups.negative-cache.secs	263
hadoop.security.groups.cache.warn.after.ms	239
hadoop.security.groups.cache.background.reload	234
hadoop.security.groups.cache.background.reload.threads	181
hadoop.security.groups.shell.command.timeout	244
hadoop.security.group.mapping.ldap.connection.timeout.ms	539
hadoop.security.group.mapping.ldap.read.timeout.ms	246
hadoop.security.group.mapping.ldap.num.attempts	9
hadoop.security.group.mapping.ldap.num.attempts.before.failover	8
hadoop.security.group.mapping.ldap.url	922
hadoop.security.group.mapping.ldap.ssl	546
hadoop.security.group.mapping.ldap.ssl.keystore	522
hadoop.security.group.mapping.ldap.ssl.keystore.password.file	381
hadoop.security.group.mapping.ldap.ssl.keystore.password	759
hadoop.security.group.mapping.ldap.conversion.rule	10
hadoop.security.credential.clear-text-fallback	337
hadoop.security.credential.provider.path	2070
hadoop.security.credstore.java-keystore-provider.password-file	249
hadoop.security.group.mapping.ldap.ssl.truststore	9
hadoop.security.group.mapping.ldap.ssl.truststore.password.file	8
hadoop.security.group.mapping.ldap.bind.users	2
hadoop.security.group.mapping.ldap.bind.user	848
hadoop.security.group.mapping.ldap.bind.password.alias	1
hadoop.security.group.mapping.ldap.bind.password.file	519
hadoop.security.group.mapping.ldap.bind.password	926
hadoop.security.group.mapping.ldap.base	903
hadoop.security.group.mapping.ldap.userbase	8
hadoop.security.group.mapping.ldap.groupbase	8
hadoop.security.group.mapping.ldap.search.filter.user	849
hadoop.security.group.mapping.ldap.search.filter.group	704
hadoop.security.group.mapping.ldap.search.attr.memberof	8
hadoop.security.group.mapping.ldap.search.attr.member	646
hadoop.security.group.mapping.ldap.search.attr.group.name	859
hadoop.security.group.mapping.ldap.search.group.hierarchy.levels	200
hadoop.security.group.mapping.ldap.posix.attr.uid.name	176
hadoop.security.group.mapping.ldap.posix.attr.gid.name	340
hadoop.security.group.mapping.ldap.directory.search.timeout	363
hadoop.security.group.mapping.providers	369
hadoop.security.group.mapping.providers.combined	418
hadoop.security.service.user.name.key	456
fs.azure.user.agent.prefix	213
hadoop.security.uid.cache.secs	518
hadoop.service.shutdown.timeout	153
hadoop.rpc.protection	2300
hadoop.security.saslproperties.resolver.class	457
hadoop.security.sensitive-config-keys	205
hadoop.workaround.non.threadsafe.getpwuid	551
hadoop.kerberos.kinit.command	718
hadoop.kerberos.min.seconds.before.relogin	291
hadoop.kerberos.keytab.login.autorenewal.enabled	85
hadoop.security.auth_to_local	2700
hadoop.security.auth_to_local.mechanism	151
hadoop.token.files	307
io.file.buffer.size	12700
io.bytes.per.checksum	4730
io.skip.checksum.errors	1180
io.compression.codecs	6810
io.compression.codec.bzip2.library	390
io.serializations	3020
io.seqfile.local.dir	1020
io.map.index.skip	932
io.map.index.interval	965
io.erasurecode.codec.rs.rawcoders	336
io.erasurecode.codec.rs-legacy.rawcoders	170
io.erasurecode.codec.xor.rawcoders	107
fs.defaultFS	81300
fs.default.name	31300
fs.trash.interval	11600
fs.trash.checkpoint.interval	3270
fs.protected.directories	464
fs.AbstractFileSystem.file.impl	709
fs.AbstractFileSystem.har.impl	313
fs.AbstractFileSystem.hdfs.impl	1810
fs.AbstractFileSystem.viewfs.impl	292
fs.viewfs.rename.strategy	227
fs.AbstractFileSystem.ftp.impl	154
fs.ftp.impl	482
fs.AbstractFileSystem.webhdfs.impl	101
fs.AbstractFileSystem.swebhdfs.impl	114
fs.ftp.host	1700
fs.ftp.host.port	814
fs.ftp.data.connection.mode	352
fs.ftp.transfer.mode	146
fs.ftp.timeout	10
